Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
ninei,	nine,	nine,	True
eige,	eight,	eight,	True
nie,	nine,	two,	False
fre,	three,	four,	False
zer,	zero,	zero,	True
four,	four,	four,	True
fr,	four,	four,	True
one,	one,	one,	True
sivix,	six,	seven,	False
the,	seven,	three,	False
zeo,	zero,	zero,	True
nine,	nine,	nine,	True
on,	one,	one,	True
nin,	nine,	nine,	True
fevene,	seven,	seven,	True
eig,	eight,	eight,	True
eighi,	eight,	eight,	True
fiune,	nine,	four,	False
seve,	seven,	seven,	True
to,	two,	four,	False
two,	two,	two,	True
zeo,	zero,	zero,	True
wnin,	nine,	nine,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
sr,	three,	zero,	False
si,	six,	seven,	False
egh,	eight,	eight,	True
sevwo,	seven,	seven,	True
tige,	nine,	eight,	False
e,	three,	six,	False
eign,	eight,	eight,	True
thren,	three,	three,	True
sevini,	seven,	seven,	True
n,	nine,	nine,	True
nine,	nine,	nine,	True
tw,	two,	two,	True
siroe,	three,	zero,	False
zsr,	three,	zero,	False
ne,	nine,	one,	False
six,	six,	six,	True
nine,	nine,	nine,	True
inin,	nine,	four,	False
zroe,	zero,	zero,	True
ne,	nine,	one,	False
nin,	nine,	nine,	True
two,	two,	two,	True
fo,	four,	four,	True
ive,	five,	five,	True
n,	nine,	zero,	False
itwnhre,	three,	three,	True
zero,	zero,	zero,	True
thr,	three,	three,	True
to,	two,	three,	False
fi,	five,	five,	True
,	seven,	three,	False
ih,	nine,	eight,	False
six,	six,	six,	True
five,	five,	five,	True
zeroet,	zero,	zero,	True
tor,	four,	three,	False
ne,	nine,	one,	False
five,	five,	five,	True
fi,	five,	four,	False
sivn,	seven,	seven,	True
fie,	five,	four,	False
one,	one,	one,	True
fin,	five,	four,	False
fi,	five,	five,	True
three,	three,	three,	True
sev,	seven,	six,	False
nin,	nine,	nine,	True
tohri,	three,	three,	True
nin,	nine,	nine,	True
six,	six,	six,	True
fw,	four,	four,	True
sie,	three,	six,	False
hron,	three,	zero,	False
fiur,	four,	four,	True
siv,	five,	seven,	False
fiv,	five,	five,	True
t,	two,	three,	False
,	seven,	zero,	False
nin,	nine,	nine,	True
th,	three,	three,	True
twoie,	two,	two,	True
,	three,	four,	False
,	seven,	four,	False
zen,	seven,	zero,	False
onr,	one,	one,	True
twh,	two,	three,	False
fiv,	five,	seven,	False
sevneni,	seven,	seven,	True
n,	nine,	five,	False
eon,	one,	one,	True
tihre,	three,	three,	True
,	seven,	eight,	False
sevneg,	seven,	seven,	True
eigh,	eight,	eight,	True
fe,	five,	four,	False
eighe,	eight,	eight,	True
,	one,	seven,	False
nineg,	nine,	nine,	True
fon,	one,	four,	False
on,	one,	one,	True
,	five,	one,	False
sin,	seven,	seven,	True
twoe,	two,	two,	True
nine,	nine,	nine,	True
two,	two,	two,	True
five,	five,	five,	True
oe,	one,	zero,	False
five,	five,	five,	True
five,	five,	five,	True
zeroe,	zero,	zero,	True
n,	nine,	one,	False
iv,	four,	eight,	False
nine,	nine,	nine,	True
seixe,	six,	six,	True
ehge,	eight,	eight,	True
eon,	one,	one,	True
niv,	five,	nine,	False
nive,	five,	five,	True
e,	three,	four,	False
onen,	one,	one,	True
fu,	four,	four,	True
os,	nine,	eight,	False
iv,	four,	five,	False
one,	one,	four,	False
er,	three,	zero,	False
si,	six,	six,	True
nine,	nine,	nine,	True
ntihon,	nine,	three,	False
nine,	nine,	nine,	True
six,	six,	six,	True
ro,	four,	zero,	False
tw,	two,	two,	True
n,	nine,	nine,	True
i,	nine,	seven,	False
seve,	seven,	seven,	True
ero,	zero,	zero,	True
tw,	two,	two,	True
eigh,	eight,	eight,	True
one,	one,	one,	True
seve,	seven,	seven,	True
three,	three,	three,	True
tih,	three,	eight,	False
nin,	nine,	nine,	True
eigh,	eight,	eight,	True
sve,	five,	seven,	False
xe,	six,	six,	True
rx,	six,	six,	True
toe,	two,	two,	True
eige,	eight,	eight,	True
five,	five,	five,	True
five,	five,	five,	True
sive,	five,	seven,	False
eivo,	five,	nine,	False
sivn,	seven,	seven,	True
tohre,	three,	three,	True
sve,	five,	seven,	False
er,	four,	zero,	False
e,	three,	zero,	False
one,	one,	one,	True
one,	one,	one,	True
egh,	eight,	eight,	True
te,	two,	zero,	False
eighe,	eight,	eight,	True
the,	three,	six,	False
ure,	four,	four,	True
ne,	nine,	nine,	True
nive,	five,	five,	True
hr,	four,	six,	False
seve,	seven,	seven,	True
nine,	nine,	nine,	True
seve,	seven,	six,	False
to,	two,	two,	True
six,	six,	six,	True
tw,	two,	two,	True
zer,	zero,	zero,	True
nin,	nine,	one,	False
ovn,	seven,	one,	False
re,	three,	zero,	False
four,	four,	four,	True
one,	one,	one,	True
sihe,	six,	three,	False
tre,	three,	two,	False
e,	three,	zero,	False
five,	five,	five,	True
seveve,	seven,	seven,	True
four,	four,	four,	True
te,	three,	two,	False
er,	three,	zero,	False
sive,	five,	seven,	False
,	two,	zero,	False
e,	three,	three,	True
sixe,	six,	six,	True
sev,	seven,	seven,	True
two,	two,	two,	True
fov,	four,	four,	True
eig,	eight,	eight,	True
niv,	five,	one,	False
eige,	eight,	eight,	True
nin,	nine,	nine,	True
evoure,	four,	four,	True
n,	nine,	nine,	True
on,	one,	one,	True
zerue,	zero,	zero,	True
ere,	three,	zero,	False
sixe,	six,	six,	True
fonure,	four,	four,	True
sixe,	six,	six,	True
fo,	four,	four,	True
tw,	two,	two,	True
eighe,	eight,	eight,	True
zerof,	zero,	zero,	True
sv,	seven,	seven,	True
tfvne,	five,	four,	False
ne,	nine,	one,	False
eon,	one,	one,	True
zeroe,	zero,	zero,	True
seveie,	seven,	seven,	True
f,	five,	four,	False
tixe,	six,	six,	True
nine,	nine,	nine,	True
five,	five,	four,	False
nin,	nine,	nine,	True
sevenenxe,	seven,	seven,	True
eigh,	eight,	eight,	True
five,	five,	five,	True
nin,	nine,	nine,	True
ero,	zero,	zero,	True
eig,	eight,	eight,	True
egzero,	zero,	zero,	True
two,	two,	two,	True
five,	five,	five,	True
twn,	two,	two,	True
fu,	four,	four,	True
te,	three,	two,	False
er,	three,	zero,	False
sevev,	seven,	seven,	True
fu,	four,	four,	True
fiv,	five,	four,	False
fvur,	four,	four,	True
f,	five,	four,	False
nine,	nine,	nine,	True
fv,	five,	five,	True
sth,	three,	six,	False
eigte,	eight,	eight,	True
tr,	three,	zero,	False
seve,	seven,	seven,	True
te,	three,	three,	True
fiu,	five,	four,	False
,	seven,	two,	False
eightf,	eight,	eight,	True
six,	six,	six,	True
fvuve,	five,	four,	False
nin,	nine,	nine,	True
five,	five,	five,	True
two,	two,	two,	True
foure,	four,	four,	True
seve,	seven,	six,	False
shrf,	three,	six,	False
three,	three,	three,	True
sevn,	seven,	seven,	True
en,	one,	seven,	False
foure,	four,	four,	True
nive,	five,	nine,	False
fsev,	five,	six,	False
one,	one,	one,	True
tu,	two,	four,	False
eghe,	eight,	eight,	True
ni,	nine,	nine,	True
three,	three,	three,	True
nine,	nine,	nine,	True
fiv,	five,	five,	True
sisv,	five,	six,	False
eigh,	eight,	eight,	True
e,	three,	seven,	False
twet,	two,	two,	True
eghe,	eight,	eight,	True
hr,	four,	three,	False
,	nine,	eight,	False
eig,	eight,	eight,	True
r,	four,	zero,	False
thr,	three,	three,	True
e,	three,	zero,	False
theg,	three,	three,	True
shv,	five,	zero,	False
six,	six,	six,	True
th,	three,	three,	True
six,	six,	six,	True
five,	five,	five,	True
stw,	two,	two,	True
th,	three,	three,	True
three,	three,	three,	True
five,	five,	five,	True
si,	six,	six,	True
tw,	two,	two,	True
oie,	nine,	one,	False
ere,	three,	zero,	False
eighte,	eight,	eight,	True
e,	three,	two,	False
ie,	nine,	nine,	True
fiv,	five,	five,	True
ovn,	one,	one,	True
sixiv,	six,	six,	True
fiu,	five,	four,	False
eigh,	eight,	eight,	True
seiv,	seven,	seven,	True
on,	one,	one,	True
,	three,	three,	True
,	seven,	one,	False
nin,	nine,	nine,	True
nin,	nine,	nine,	True
tsrox,	six,	six,	True
one,	one,	one,	True
foure,	four,	four,	True
fie,	five,	five,	True
f,	four,	two,	False
er,	four,	zero,	False
zero,	zero,	zero,	True
ix,	six,	six,	True
ne,	nine,	one,	False
niv,	nine,	nine,	True
two,	two,	two,	True
t,	two,	three,	False
fiv,	five,	five,	True
in,	three,	one,	False
zer,	zero,	zero,	True
i,	one,	two,	False
tw,	two,	two,	True
twore,	two,	three,	False
,	two,	eight,	False
oin,	nine,	one,	False
twe,	two,	two,	True
fiue,	five,	four,	False
,	five,	one,	False
sev,	seven,	six,	False
four,	four,	four,	True
e,	three,	nine,	False
ni,	nine,	nine,	True
eigh,	eight,	eight,	True
zero,	zero,	zero,	True
wire,	five,	nine,	False
tie,	two,	three,	False
ei,	five,	eight,	False
,	five,	three,	False
f,	five,	four,	False
,	five,	one,	False
fi,	five,	four,	False
,	seven,	one,	False
twe,	two,	two,	True
twoi,	two,	two,	True
seivew,	seven,	seven,	True
,	four,	one,	False
tw,	two,	two,	True
eg,	nine,	eight,	False
six,	six,	six,	True
zero,	zero,	zero,	True
eigte,	eight,	eight,	True
ei,	five,	zero,	False
fiv,	five,	five,	True
ero,	zero,	zero,	True
three,	three,	three,	True
tw,	two,	two,	True
three,	three,	three,	True
thr,	three,	two,	False
six,	six,	six,	True
te,	three,	three,	True
i,	one,	nine,	False
thr,	three,	three,	True
fiv,	five,	five,	True
sev,	seven,	seven,	True
,	nine,	seven,	False
fiv,	five,	five,	True
u,	four,	one,	False
sie,	six,	three,	False
five,	five,	five,	True
fiv,	five,	five,	True
one,	one,	one,	True
on,	one,	one,	True
nine,	nine,	nine,	True
tw,	two,	two,	True
sive,	five,	six,	False
siewo,	six,	seven,	False
o,	four,	one,	False
ei,	nine,	one,	False
zerot,	zero,	zero,	True
seve,	seven,	six,	False
six,	six,	six,	True
,	two,	six,	False
nine,	nine,	nine,	True
one,	one,	one,	True
five,	five,	five,	True
sroe,	three,	zero,	False
,	three,	four,	False
four,	four,	four,	True
fu,	four,	four,	True
h,	four,	three,	False
tfive,	five,	seven,	False
four,	four,	four,	True
eig,	eight,	eight,	True
stn,	seven,	three,	False
eigt,	eight,	eight,	True
eig,	eight,	eight,	True
eine,	one,	nine,	False
zro,	zero,	zero,	True
sif,	five,	six,	False
ine,	nine,	nine,	True
,	three,	five,	False
fvre,	five,	four,	False
eige,	eight,	eight,	True
nine,	nine,	nine,	True
seiei,	seven,	seven,	True
six,	six,	six,	True
f,	five,	one,	False
i,	nine,	nine,	True
zro,	zero,	zero,	True
sixs,	six,	six,	True
fur,	four,	four,	True
six,	six,	six,	True
oine,	nine,	nine,	True
nin,	nine,	nine,	True
sirx,	six,	six,	True
ninen,	nine,	nine,	True
hr,	four,	zero,	False
fone,	one,	one,	True
roe,	zero,	zero,	True
fone,	one,	one,	True
oe,	zero,	one,	False
tiv,	five,	six,	False
zr,	four,	zero,	False
nin,	nine,	nine,	True
o,	four,	one,	False
fiv,	five,	five,	True
gh,	eight,	eight,	True
tw,	two,	one,	False
fiv,	five,	five,	True
to,	two,	zero,	False
fvu,	five,	four,	False
foure,	four,	four,	True
fore,	four,	four,	True
f,	five,	four,	False
t,	two,	three,	False
nfie,	five,	five,	True
rwo,	two,	zero,	False
twen,	two,	two,	True
nine,	nine,	nine,	True
th,	three,	three,	True
in,	five,	nine,	False
eigf,	eight,	eight,	True
zhro,	zero,	zero,	True
fiv,	five,	five,	True
er,	four,	zero,	False
,	six,	zero,	False
seixe,	six,	six,	True
o,	four,	one,	False
sixf,	six,	six,	True
sixs,	six,	six,	True
sive,	five,	seven,	False
eight,	eight,	eight,	True
two,	two,	two,	True
fnowr,	four,	three,	False
ero,	zero,	zero,	True
twohre,	three,	three,	True
nin,	nine,	nine,	True
,	nine,	eight,	False
nine,	nine,	nine,	True
r,	four,	zero,	False
eie,	nine,	eight,	False
twe,	two,	two,	True
foun,	four,	four,	True
six,	six,	six,	True
,	three,	seven,	False
zro,	zero,	zero,	True
twr,	two,	three,	False
tw,	two,	two,	True
six,	six,	six,	True
four,	four,	four,	True
f,	five,	four,	False
six,	six,	six,	True
tw,	two,	two,	True
ix,	six,	six,	True
nine,	nine,	nine,	True
eig,	eight,	eight,	True
zero,	zero,	zero,	True
twe,	two,	two,	True
fevef,	five,	seven,	False
igf,	five,	eight,	False
ftwo,	two,	two,	True
ziro,	zero,	zero,	True
one,	one,	one,	True
hr,	four,	three,	False
six,	six,	six,	True
one,	one,	one,	True
fiv,	five,	four,	False
tvft,	five,	seven,	False
sie,	six,	six,	True
eige,	eight,	eight,	True
ro,	zero,	zero,	True
eix,	six,	zero,	False
eig,	eight,	eight,	True
five,	five,	five,	True
feve,	five,	seven,	False
four,	four,	four,	True
eig,	eight,	eight,	True
t,	two,	three,	False
five,	five,	five,	True
ix,	six,	six,	True
tre,	three,	three,	True
fine,	nine,	seven,	False
feivn,	five,	seven,	False
ei,	five,	zero,	False
ei,	five,	eight,	False
fur,	four,	four,	True
twh,	two,	three,	False
zero,	zero,	zero,	True
f,	four,	four,	True
zero,	zero,	zero,	True
foe,	four,	seven,	False
zero,	zero,	zero,	True
t,	two,	three,	False
two,	two,	two,	True
i,	nine,	six,	False
srixe,	six,	six,	True
five,	five,	five,	True
two,	two,	two,	True
two,	two,	two,	True
feve,	five,	seven,	False
svn,	seven,	seven,	True
eighe,	eight,	eight,	True
six,	six,	six,	True
twe,	two,	two,	True
on,	one,	one,	True
nine,	nine,	nine,	True
fiv,	five,	five,	True
two,	two,	two,	True
ixe,	six,	eight,	False
zer,	zero,	zero,	True
nin,	nine,	nine,	True
ihn,	nine,	eight,	False
f,	four,	four,	True
zere,	zero,	zero,	True
o,	four,	one,	False
ton,	two,	three,	False
six,	six,	six,	True
six,	six,	six,	True
fiv,	five,	five,	True
fivfev,	five,	seven,	False
to,	two,	three,	False
nin,	nine,	nine,	True
,	seven,	two,	False
eg,	nine,	two,	False
nin,	nine,	nine,	True
eig,	eight,	eight,	True
ro,	two,	zero,	False
nin,	nine,	nine,	True
fourt,	four,	four,	True
zerof,	zero,	zero,	True
hre,	three,	three,	True
siv,	five,	seven,	False
tw,	two,	two,	True
fivf,	five,	five,	True
fiv,	five,	five,	True
sve,	five,	seven,	False
twe,	two,	eight,	False
hre,	three,	three,	True
six,	six,	six,	True
fiv,	five,	five,	True
five,	five,	five,	True
three,	three,	three,	True
five,	five,	five,	True
fiv,	five,	five,	True
fie,	five,	five,	True
e,	three,	eight,	False
fiv,	five,	three,	False
six,	six,	six,	True
two,	two,	two,	True
i,	one,	nine,	False
wr,	three,	three,	True
six,	six,	six,	True
fin,	five,	five,	True
s,	five,	six,	False
sein,	six,	seven,	False
fiv,	five,	seven,	False
tw,	two,	three,	False
siv,	five,	six,	False
fivf,	five,	five,	True
fiv,	five,	five,	True
one,	one,	one,	True
tw,	two,	two,	True
zr,	zero,	zero,	True
nine,	nine,	nine,	True
twxi,	two,	six,	False
two,	two,	two,	True
fiur,	four,	four,	True
sixn,	six,	six,	True
n,	nine,	one,	False
on,	one,	one,	True
t,	two,	two,	True
fiv,	five,	five,	True
eig,	eight,	eight,	True
t,	two,	three,	False
o,	four,	one,	False
fivnt,	five,	seven,	False
fin,	five,	nine,	False
n,	nine,	one,	False
o,	four,	three,	False
n,	nine,	nine,	True
five,	five,	five,	True
fiv,	five,	seven,	False
in,	one,	three,	False
twoin,	two,	two,	True
oe,	two,	one,	False
ig,	nine,	eight,	False
n,	nine,	nine,	True
fne,	nine,	five,	False
nin,	nine,	nine,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
foneg,	nine,	four,	False
sivn,	seven,	seven,	True
f,	four,	four,	True
six,	six,	six,	True
zi,	two,	zero,	False
si,	six,	six,	True
fu,	four,	four,	True
fo,	four,	one,	False
eig,	eight,	eight,	True
nin,	nine,	nine,	True
o,	four,	zero,	False
tw,	two,	two,	True
sev,	seven,	seven,	True
eih,	five,	eight,	False
eigf,	eight,	eight,	True
two,	two,	two,	True
sevn,	seven,	seven,	True
si,	six,	six,	True
e,	three,	one,	False
o,	four,	zero,	False
five,	five,	five,	True
sev,	seven,	seven,	True
fo,	four,	four,	True
nine,	nine,	nine,	True
tohe,	two,	three,	False
ixin,	six,	six,	True
stve,	five,	six,	False
zro,	zero,	zero,	True
v,	five,	two,	False
ogo,	zero,	two,	False
z,	two,	zero,	False
e,	three,	zero,	False
sin,	five,	six,	False
,	four,	four,	True
tg,	two,	eight,	False
nefivn,	five,	five,	True
fou,	four,	four,	True
nine,	nine,	nine,	True
fi,	five,	six,	False
wnin,	nine,	nine,	True
two,	two,	two,	True
e,	three,	zero,	False
fivn,	five,	five,	True
sevn,	seven,	seven,	True
sev,	seven,	six,	False
twe,	two,	eight,	False
in,	five,	nine,	False
i,	nine,	eight,	False
zer,	zero,	zero,	True
oun,	one,	one,	True
fiv,	five,	five,	True
eig,	eight,	eight,	True
two,	two,	two,	True
zero,	zero,	zero,	True
sfiv,	five,	five,	True
n,	nine,	one,	False
eig,	eight,	eight,	True
sixon,	six,	zero,	False
sivoi,	five,	seven,	False
nin,	nine,	nine,	True
five,	five,	five,	True
,	five,	one,	False
three,	three,	three,	True
on,	one,	one,	True
four,	four,	four,	True
fiv,	five,	nine,	False
tir,	three,	zero,	False
five,	five,	five,	True
sivn,	seven,	seven,	True
fi,	five,	four,	False
eighe,	eight,	eight,	True
one,	one,	one,	True
nine,	nine,	nine,	True
ih,	nine,	eight,	False
five,	five,	five,	True
e,	three,	zero,	False
nin,	nine,	nine,	True
oe,	nine,	one,	False
,	five,	seven,	False
fone,	one,	one,	True
one,	one,	one,	True
ni,	nine,	one,	False
nin,	nine,	nine,	True
thr,	three,	three,	True
one,	one,	one,	True
six,	six,	six,	True
six,	six,	zero,	False
,	six,	one,	False
six,	six,	six,	True
eig,	eight,	eight,	True
six,	six,	six,	True
iren,	nine,	three,	False
fivef,	five,	five,	True
tiw,	two,	zero,	False
ivn,	five,	nine,	False
sixe,	six,	six,	True
fiv,	five,	five,	True
tw,	two,	two,	True
zr,	zero,	zero,	True
fvur,	four,	four,	True
zexe,	six,	six,	True
five,	five,	five,	True
eiv,	five,	three,	False
sivn,	seven,	seven,	True
fu,	four,	four,	True
o,	zero,	zero,	True
fsivin,	five,	seven,	False
sive,	five,	seven,	False
niv,	nine,	nine,	True
th,	three,	three,	True
zeo,	zero,	zero,	True
six,	six,	six,	True
th,	two,	three,	False
foue,	four,	four,	True
fon,	one,	one,	True
nine,	nine,	nine,	True
nin,	nine,	nine,	True
six,	six,	six,	True
tiwtn,	two,	two,	True
oue,	one,	one,	True
tw,	two,	two,	True
tih,	two,	three,	False
zeo,	zero,	zero,	True
eig,	eight,	eight,	True
e,	three,	one,	False
sevev,	seven,	seven,	True
sevn,	seven,	seven,	True
n,	nine,	nine,	True
zero,	zero,	zero,	True
sfe,	five,	seven,	False
six,	six,	six,	True
eig,	eight,	eight,	True
five,	five,	five,	True
n,	nine,	nine,	True
iv,	four,	five,	False
nin,	nine,	nine,	True
tore,	four,	three,	False
four,	four,	four,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
si,	six,	six,	True
siv,	five,	seven,	False
,	five,	six,	False
fiv,	five,	four,	False
nin,	nine,	nine,	True
fiv,	five,	five,	True
zoe,	zero,	zero,	True
fouren,	four,	four,	True
fou,	four,	four,	True
oe,	zero,	one,	False
twoe,	two,	two,	True
onen,	one,	one,	True
n,	nine,	three,	False
thrx,	three,	three,	True
fon,	one,	one,	True
nin,	nine,	nine,	True
tw,	two,	two,	True
fe,	five,	four,	False
nin,	nine,	nine,	True
itone,	one,	one,	True
iezr,	zero,	zero,	True
four,	four,	four,	True
ig,	nine,	eight,	False
one,	one,	one,	True
th,	three,	three,	True
fiv,	five,	five,	True
three,	three,	three,	True
tw,	two,	two,	True
four,	four,	four,	True
o,	four,	one,	False
t,	two,	three,	False
seg,	three,	eight,	False
five,	five,	five,	True
,	three,	three,	True
ne,	nine,	nine,	True
iv,	four,	five,	False
five,	five,	five,	True
one,	one,	one,	True
sivi,	five,	seven,	False
eight,	eight,	eight,	True
eih,	nine,	eight,	False
tw,	two,	two,	True
isix,	six,	six,	True
two,	two,	two,	True
tw,	two,	two,	True
one,	one,	one,	True
oe,	two,	one,	False
fr,	four,	four,	True
zeo,	zero,	zero,	True
nini,	nine,	nine,	True
ig,	nine,	eight,	False
iur,	four,	four,	True
fo,	four,	one,	False
f,	four,	four,	True
o,	zero,	zero,	True
four,	four,	four,	True
fourn,	four,	four,	True
nin,	nine,	nine,	True
four,	four,	four,	True
eigh,	eight,	eight,	True
swo,	two,	two,	True
xo,	six,	three,	False
zsrog,	zero,	zero,	True
svn,	seven,	seven,	True
zerx,	zero,	three,	False
three,	three,	three,	True
tw,	two,	two,	True
fiv,	five,	five,	True
sen,	three,	seven,	False
one,	one,	one,	True
nin,	nine,	nine,	True
ero,	zero,	zero,	True
tihren,	three,	three,	True
x,	six,	three,	False
sixg,	six,	six,	True
six,	six,	six,	True
one,	one,	one,	True
two,	two,	two,	True
nine,	nine,	nine,	True
zer,	zero,	zero,	True
ne,	nine,	nine,	True
six,	six,	six,	True
sev,	seven,	seven,	True
tio,	two,	three,	False
twen,	two,	two,	True
,	two,	two,	True
two,	two,	two,	True
two,	two,	two,	True
four,	four,	four,	True
twr,	two,	two,	True
oe,	one,	one,	True
four,	four,	four,	True
te,	three,	seven,	False
tw,	two,	two,	True
six,	six,	six,	True
three,	three,	three,	True
ove,	five,	five,	True
tw,	two,	two,	True
two,	two,	two,	True
eg,	two,	eight,	False
one,	one,	one,	True
furn,	four,	four,	True
two,	two,	two,	True
fiv,	five,	five,	True
sevev,	seven,	seven,	True
zero,	zero,	zero,	True
sti,	six,	six,	True
three,	three,	three,	True
si,	six,	zero,	False
ig,	nine,	eight,	False
fiur,	four,	four,	True
zero,	zero,	zero,	True
six,	six,	six,	True
thrf,	three,	three,	True
fiv,	five,	five,	True
zexf,	six,	six,	True
sv,	seven,	seven,	True
ze,	three,	six,	False
zr,	zero,	zero,	True
oni,	nine,	one,	False
one,	one,	one,	True
sze,	six,	seven,	False
fr,	four,	four,	True
ni,	nine,	nine,	True
fo,	four,	four,	True
tw,	two,	two,	True
tw,	two,	two,	True
eigh,	eight,	eight,	True
tgx,	six,	eight,	False
ser,	three,	six,	False
n,	nine,	four,	False
t,	two,	two,	True
thr,	three,	three,	True
tw,	two,	two,	True
six,	six,	six,	True
twh,	two,	three,	False
fivur,	five,	four,	False
fiv,	five,	five,	True
tw,	two,	two,	True
four,	four,	four,	True
on,	one,	one,	True
sev,	seven,	seven,	True
for,	four,	four,	True
twen,	two,	two,	True
eigh,	eight,	eight,	True
twx,	two,	six,	False
egh,	eight,	eight,	True
nin,	nine,	nine,	True
eigti,	eight,	eight,	True
,	three,	one,	False
n,	nine,	one,	False
sixsiv,	six,	six,	True
to,	two,	four,	False
threnin,	three,	three,	True
