Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
swifiv,	five,	six,	False
eig,	eight,	eight,	True
e,	three,	seven,	False
tweg,	two,	two,	True
eighe,	eight,	eight,	True
thre,	three,	thre,	False
et,	eight,	eight,	True
eig,	eight,	eight,	True
re,	three,	zero,	False
thre,	three,	thre,	False
ef,	five,	zero,	False
treg,	three,	thre,	False
siv,	five,	zero,	False
sixe,	six,	six,	True
t,	two,	thre,	False
si,	six,	six,	True
five,	five,	five,	True
stw,	two,	two,	True
twh,	two,	thre,	False
thre,	three,	thre,	False
fiv,	five,	five,	True
six,	six,	six,	True
tw,	two,	two,	True
oiv,	five,	one,	False
ehe,	three,	zero,	False
eighte,	eight,	eight,	True
e,	three,	two,	False
nine,	nine,	nine,	True
fiv,	five,	five,	True
on,	one,	one,	True
sixfiv,	five,	six,	False
fiu,	five,	four,	False
figh,	five,	eight,	False
seiv,	seven,	seven,	True
on,	One,	one,	False
tor,	four,	thre,	False
,	seven,	one,	False
nine,	nine,	nine,	True
five,	five,	five,	True
tsx,	six,	six,	True
foine,	nine,	one,	False
foure,	four,	four,	True
five,	five,	five,	True
f,	four,	two,	False
ere,	three,	zero,	False
ere,	three,	zero,	False
fie,	five,	six,	False
one,	one,	one,	True
niv,	five,	nine,	False
two,	two,	two,	True
to,	two,	thre,	False
five,	five,	five,	True
ine,	nine,	one,	False
r,	four,	zero,	False
wi,	three,	two,	False
tw,	two,	two,	True
twohre,	three,	thre,	False
g,	five,	eight,	False
oine,	nine,	one,	False
twe,	two,	two,	True
fiue,	five,	four,	False
n,	nine,	one,	False
sive,	five,	six,	False
foure,	four,	four,	True
ine,	nine,	nine,	True
nin,	nine,	nine,	True
eighe,	eight,	eight,	True
o,	zero,	zero,	True
wine,	nine,	nine,	True
five,	five,	thre,	False
eigh,	eight,	eight,	True
hre,	three,	thre,	False
f,	five,	four,	False
e,	three,	one,	False
fie,	five,	four,	False
o,	four,	one,	False
twoe,	two,	two,	True
twoi,	two,	two,	True
seiveo,	seven,	seven,	True
,	nine,	one,	False
tw,	two,	two,	True
eig,	eight,	eight,	True
six,	six,	six,	True
eo,	two,	zero,	False
eigte,	eight,	eight,	True
ni,	nine,	zero,	False
fiv,	five,	five,	True
o,	four,	zero,	False
thre,	three,	thre,	False
tw,	two,	two,	True
nthre,	three,	thre,	False
tw,	two,	two,	True
six,	six,	six,	True
tve,	five,	thre,	False
nine,	nine,	nine,	True
thre,	three,	thre,	False
five,	five,	five,	True
sev,	seven,	seven,	True
,	four,	seven,	False
five,	five,	five,	True
ure,	four,	one,	False
tie,	two,	thre,	False
five,	five,	five,	True
five,	five,	five,	True
one,	one,	one,	True
,	nine,	one,	False
nine,	nine,	nine,	True
tw,	two,	two,	True
five,	five,	six,	False
siein,	six,	seven,	False
,	seven,	one,	False
eie,	five,	one,	False
eiov,	five,	zero,	False
sie,	six,	six,	True
six,	six,	six,	True
te,	three,	six,	False
nine,	nine,	nine,	True
on,	one,	one,	True
five,	five,	five,	True
sroe,	three,	zero,	False
,	seven,	four,	False
four,	four,	four,	True
fu,	four,	four,	True
e,	three,	thre,	False
five,	five,	seven,	False
fure,	four,	four,	True
eig,	eight,	eight,	True
hren,	three,	thre,	False
eig,	eight,	eight,	True
eigh,	eight,	eight,	True
ein,	one,	nine,	False
o,	four,	zero,	False
sie,	six,	six,	True
nine,	nine,	nine,	True
,	three,	five,	False
five,	five,	four,	False
eighe,	eight,	eight,	True
nine,	nine,	nine,	True
seivei,	five,	seven,	False
six,	six,	six,	True
f,	five,	one,	False
nf,	nine,	nine,	True
o,	four,	zero,	False
sixf,	six,	six,	True
fue,	five,	four,	False
six,	six,	six,	True
nin,	nine,	nine,	True
nine,	nine,	nine,	True
sif,	five,	six,	False
ninen,	nine,	nine,	True
hr,	four,	zero,	False
foine,	nine,	one,	False
o,	four,	zero,	False
four,	four,	one,	False
oe,	zero,	one,	False
siv,	five,	six,	False
,	five,	zero,	False
nin,	nine,	nine,	True
nine,	nine,	one,	False
five,	five,	five,	True
gu,	two,	eight,	False
oe,	one,	one,	True
fiv,	five,	five,	True
toe,	two,	zero,	False
fu,	four,	four,	True
fure,	four,	four,	True
tore,	four,	four,	True
fe,	five,	four,	False
te,	three,	thre,	False
nfive,	five,	five,	True
o,	four,	zero,	False
twen,	two,	two,	True
nine,	nine,	nine,	True
th,	Three,	thre,	False
nine,	nine,	nine,	True
eigf,	eight,	eight,	True
hr,	four,	zero,	False
fiv,	five,	five,	True
ehr,	four,	zero,	False
,	seven,	zero,	False
seixe,	six,	six,	True
f,	five,	one,	False
sif,	five,	six,	False
sixs,	six,	six,	True
sive,	five,	seven,	False
eight,	eight,	eight,	True
twoe,	two,	two,	True
ninhre,	nine,	thre,	False
fo,	four,	zero,	False
thre,	three,	thre,	False
nin,	nine,	nine,	True
ne,	nine,	eight,	False
nine,	nine,	nine,	True
n,	nine,	zero,	False
eihf,	five,	eight,	False
toe,	two,	two,	True
foun,	four,	four,	True
six,	six,	six,	True
foure,	four,	four,	True
two,	two,	two,	True
ftwo,	two,	thre,	False
two,	two,	zero,	False
,	five,	zero,	False
f,	four,	four,	True
nin,	nine,	nine,	True
feig,	five,	eight,	False
fonf,	four,	one,	False
toe,	two,	thre,	False
tw,	two,	two,	True
ei,	nine,	six,	False
nfioure,	four,	four,	True
fi,	five,	four,	False
threi,	three,	thre,	False
n,	nine,	one,	False
twof,	two,	two,	True
si,	six,	six,	True
fiv,	five,	five,	True
g,	three,	eight,	False
g,	three,	eight,	False
tw,	two,	two,	True
fiv,	five,	five,	True
fev,	five,	seven,	False
nf,	nine,	four,	False
thrn,	three,	thre,	False
iver,	five,	five,	True
tgh,	three,	eight,	False
si,	six,	six,	True
six,	six,	six,	True
to,	two,	two,	True
eighte,	eight,	eight,	True
fsivn,	five,	seven,	False
tw,	two,	zero,	False
x,	six,	zero,	False
thr,	three,	thre,	False
,	three,	six,	False
x,	six,	zero,	False
four,	four,	four,	True
nivn,	nine,	seven,	False
fi,	five,	six,	False
eigf,	eight,	eight,	True
w,	two,	two,	True
nin,	nine,	nine,	True
sev,	seven,	seven,	True
o,	four,	zero,	False
fu,	four,	four,	True
,	three,	two,	False
four,	four,	four,	True
urn,	one,	four,	False
on,	one,	one,	True
two,	two,	two,	True
fiur,	four,	four,	True
twe,	two,	two,	True
nin,	nine,	nine,	True
fu,	four,	four,	True
iv,	four,	five,	False
tof,	four,	two,	False
thoi,	three,	thre,	False
nin,	nine,	nine,	True
fi,	five,	five,	True
fo,	four,	four,	True
fourg,	four,	four,	True
e,	three,	nine,	False
sevni,	seven,	seven,	True
,	seven,	nine,	False
ig,	nine,	eight,	False
one,	one,	one,	True
two,	two,	two,	True
eig,	eight,	eight,	True
sxf,	six,	six,	True
two,	two,	two,	True
tw,	two,	two,	True
sivn,	seven,	seven,	True
non,	nine,	one,	False
fw,	four,	four,	True
sevn,	seven,	seven,	True
one,	one,	one,	True
tw,	two,	two,	True
fiv,	five,	seven,	False
ro,	four,	zero,	False
ein,	one,	nine,	False
ix,	six,	six,	True
ine,	nine,	thre,	False
thrn,	three,	thre,	False
ero,	zero,	zero,	True
nin,	nine,	nine,	True
iox,	six,	six,	True
eih,	five,	eight,	False
fiv,	five,	five,	True
sen,	seven,	seven,	True
nine,	nine,	nine,	True
sen,	seven,	seven,	True
nin,	nine,	nine,	True
ftire,	five,	thre,	False
eig,	eight,	eight,	True
er,	three,	zero,	False
nin,	nine,	nine,	True
sev,	seven,	seven,	True
hr,	four,	six,	False
eig,	eight,	eight,	True
ri,	three,	zero,	False
t,	two,	thre,	False
fsix,	six,	six,	True
tw,	two,	two,	True
igh,	nine,	eight,	False
eght,	eight,	eight,	True
sw,	seven,	zero,	False
n,	nine,	one,	False
six,	six,	six,	True
two,	two,	two,	True
n,	nine,	nine,	True
eigh,	eight,	eight,	True
o,	four,	zero,	False
tw,	two,	two,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
six,	six,	six,	True
nin,	nine,	nine,	True
r,	four,	zero,	False
fog,	four,	four,	True
fex,	five,	six,	False
two,	two,	two,	True
,	four,	two,	False
ne,	nine,	one,	False
hr,	four,	thre,	False
n,	nine,	one,	False
erg,	three,	zero,	False
to,	two,	two,	True
fiv,	five,	five,	True
e,	Three,	one,	False
to,	two,	thre,	False
er,	three,	zero,	False
six,	six,	six,	True
fi,	five,	five,	True
,	eight,	seven,	False
o,	four,	one,	False
fiven,	five,	seven,	False
on,	one,	one,	True
sev,	seven,	seven,	True
two,	two,	two,	True
,	seven,	eight,	False
e,	three,	eight,	False
e,	three,	five,	False
fur,	four,	four,	True
sv,	seven,	seven,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
,	two,	zero,	False
sin,	seven,	seven,	True
twh,	two,	thre,	False
nin,	nine,	nine,	True
five,	five,	five,	True
eig,	eight,	eight,	True
fig,	five,	eight,	False
egh,	eight,	eight,	True
four,	four,	four,	True
n,	nine,	one,	False
,	five,	one,	False
g,	five,	eight,	False
,	five,	thre,	False
enin,	nine,	zero,	False
six,	six,	six,	True
fou,	four,	four,	True
e,	three,	eight,	False
igh,	nine,	eight,	False
fou,	four,	four,	True
n,	nine,	nine,	True
erv,	three,	six,	False
f,	four,	four,	True
one,	one,	one,	True
eig,	eight,	eight,	True
,	four,	thre,	False
six,	six,	six,	True
fn,	one,	four,	False
sixf,	six,	six,	True
nin,	nine,	nine,	True
,	four,	one,	False
fiv,	five,	five,	True
eight,	eight,	eight,	True
f,	four,	four,	True
six,	six,	six,	True
twhr,	two,	thre,	False
tw,	two,	zero,	False
two,	two,	two,	True
one,	one,	one,	True
n,	nine,	one,	False
two,	two,	two,	True
isix,	six,	six,	True
on,	one,	one,	True
nine,	nine,	nine,	True
fun,	one,	four,	False
w,	two,	thre,	False
four,	four,	four,	True
sev,	seven,	seven,	True
on,	one,	one,	True
son,	seven,	six,	False
o,	zero,	zero,	True
fo,	four,	four,	True
o,	nine,	four,	False
fiv,	five,	five,	True
n,	nine,	nine,	True
i,	nine,	five,	False
eix,	six,	six,	True
on,	one,	one,	True
one,	one,	one,	True
fiv,	five,	five,	True
n,	nine,	one,	False
tw,	two,	thre,	False
nine,	nine,	nine,	True
tre,	three,	thre,	False
one,	one,	one,	True
fivn,	five,	five,	True
u,	four,	four,	True
sixe,	six,	six,	True
fiv,	five,	five,	True
twr,	two,	thre,	False
,	five,	eight,	False
fou,	four,	four,	True
ou,	four,	one,	False
,	five,	six,	False
n,	nine,	nine,	True
se,	three,	seven,	False
ueigh,	eight,	eight,	True
two,	two,	two,	True
wog,	two,	two,	True
tw,	two,	two,	True
nin,	nine,	nine,	True
igh,	nine,	eight,	False
ev,	five,	eight,	False
,	four,	eight,	False
fourg,	four,	four,	True
w,	two,	two,	True
,	seven,	one,	False
in,	seven,	nine,	False
ne,	nine,	one,	False
seve,	seven,	seven,	True
six,	six,	six,	True
nine,	nine,	nine,	True
one,	one,	one,	True
two,	two,	two,	True
fe,	five,	five,	True
fihre,	five,	thre,	False
v,	five,	six,	False
et,	eight,	thre,	False
one,	one,	one,	True
twi,	two,	thre,	False
wh,	four,	eight,	False
fourn,	four,	four,	True
twv,	two,	thre,	False
nine,	nine,	nine,	True
six,	six,	six,	True
,	seven,	seven,	True
nin,	nine,	nine,	True
seven,	seven,	seven,	True
oiv,	five,	five,	True
ur,	four,	four,	True
ewght,	eight,	eight,	True
t,	two,	thre,	False
five,	five,	five,	True
ero,	zero,	zero,	True
sevn,	seven,	seven,	True
nine,	nine,	nine,	True
two,	two,	two,	True
sesei,	six,	seven,	False
one,	one,	one,	True
fi,	five,	five,	True
ine,	nine,	one,	False
five,	five,	five,	True
sev,	seven,	seven,	True
eigh,	eight,	eight,	True
sev,	seven,	seven,	True
four,	four,	four,	True
oe,	zero,	one,	False
sxe,	six,	six,	True
si,	six,	six,	True
four,	four,	four,	True
fourn,	four,	one,	False
sev,	seven,	seven,	True
two,	two,	two,	True
fourg,	four,	four,	True
on,	one,	one,	True
fv,	five,	four,	False
six,	six,	zero,	False
tw,	two,	two,	True
er,	four,	zero,	False
t,	two,	thre,	False
n,	nine,	one,	False
whre,	three,	thre,	False
th,	three,	thre,	False
ivi,	five,	nine,	False
thre,	three,	thre,	False
s,	Five,	zero,	False
five,	five,	five,	True
ig,	two,	eight,	False
sn,	seven,	seven,	True
two,	two,	two,	True
tw,	two,	two,	True
o,	four,	seven,	False
ighe,	eight,	eight,	True
x,	six,	six,	True
si,	six,	seven,	False
te,	three,	thre,	False
one,	one,	one,	True
on,	one,	one,	True
,	three,	eight,	False
five,	five,	five,	True
six,	six,	six,	True
siv,	Five,	seven,	False
nine,	nine,	nine,	True
oe,	zero,	one,	False
ihx,	six,	eight,	False
thre,	three,	thre,	False
tor,	four,	thre,	False
sixn,	six,	six,	True
five,	five,	five,	True
w,	two,	six,	False
eo,	zero,	zero,	True
,	nine,	thre,	False
ni,	nine,	nine,	True
ive,	five,	five,	True
fiv,	five,	five,	True
on,	one,	one,	True
sivi,	five,	seven,	False
eight,	eight,	eight,	True
eih,	three,	eight,	False
two,	Two,	two,	False
nvsix,	six,	six,	True
wo,	two,	two,	True
tw,	two,	two,	True
n,	nine,	one,	False
one,	one,	one,	True
four,	four,	four,	True
o,	zero,	zero,	True
nini,	nine,	nine,	True
ig,	nine,	eight,	False
iu,	two,	four,	False
o,	nine,	one,	False
f,	four,	four,	True
o,	four,	zero,	False
four,	four,	four,	True
fourn,	four,	four,	True
nin,	nine,	nine,	True
four,	four,	four,	True
eigh,	eight,	eight,	True
sw,	two,	two,	True
o,	zero,	thre,	False
sog,	six,	zero,	False
se,	three,	seven,	False
e,	three,	thre,	False
for,	four,	four,	True
seve,	seven,	seven,	True
o,	four,	one,	False
sev,	seven,	seven,	True
six,	Six,	six,	False
four,	four,	four,	True
thre,	Three,	thre,	False
twe,	two,	thre,	False
tw,	two,	two,	True
t,	two,	thre,	False
on,	one,	one,	True
o,	zero,	four,	False
sive,	five,	seven,	False
s,	five,	six,	False
nin,	nine,	nine,	True
fur,	four,	four,	True
eigh,	eight,	eight,	True
f,	five,	four,	False
two,	two,	two,	True
fiv,	five,	five,	True
fr,	four,	four,	True
to,	two,	thre,	False
igh,	nine,	eight,	False
eix,	six,	six,	True
six,	six,	six,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
h,	four,	thre,	False
fivn,	five,	five,	True
fivg,	five,	five,	True
the,	three,	thre,	False
two,	two,	two,	True
eig,	eight,	eight,	True
one,	one,	one,	True
furn,	four,	four,	True
two,	two,	two,	True
fiv,	Five,	five,	False
sevev,	seven,	seven,	True
sir,	three,	zero,	False
sti,	three,	six,	False
thre,	Three,	thre,	False
si,	six,	zero,	False
ig,	two,	eight,	False
fiour,	four,	four,	True
er,	three,	zero,	False
six,	six,	six,	True
thre,	three,	thre,	False
fv,	five,	five,	True
ix,	six,	six,	True
sv,	seven,	seven,	True
si,	six,	six,	True
,	five,	zero,	False
oni,	one,	one,	True
one,	one,	one,	True
fei,	five,	seven,	False
f,	five,	four,	False
nin,	nine,	nine,	True
fove,	five,	four,	False
tw,	Two,	two,	False
two,	two,	two,	True
eig,	eight,	eight,	True
oigx,	six,	eight,	False
sev,	seven,	six,	False
v,	five,	five,	True
,	one,	thre,	False
twt,	two,	two,	True
six,	six,	six,	True
twhr,	two,	thre,	False
fovr,	four,	four,	True
five,	five,	five,	True
w,	two,	two,	True
four,	four,	four,	True
on,	one,	one,	True
siv,	Five,	seven,	False
fo,	four,	four,	True
wn,	one,	two,	False
eigh,	eight,	eight,	True
tixi,	six,	six,	True
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
eigtwi,	eight,	eight,	True
n,	nine,	one,	False
n,	nine,	one,	False
sixsv,	six,	six,	True
two,	Two,	four,	False
tihrein,	three,	thre,	False
h,	four,	thre,	False
five,	five,	five,	True
siv,	seven,	six,	False
f,	five,	four,	False
tiore,	three,	thre,	False
tw,	two,	two,	True
sevien,	seven,	seven,	True
eign,	nine,	eight,	False
iv,	four,	five,	False
ve,	five,	five,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
ton,	two,	two,	True
one,	one,	one,	True
nine,	nine,	nine,	True
,	seven,	four,	False
nin,	nine,	nine,	True
n,	nine,	zero,	False
tw,	two,	two,	True
tohre,	three,	thre,	False
five,	five,	five,	True
ero,	zero,	zero,	True
thret,	three,	thre,	False
nin,	nine,	one,	False
on,	one,	one,	True
fur,	four,	four,	True
iv,	four,	eight,	False
nigh,	nine,	eight,	False
f,	five,	four,	False
wo,	two,	two,	True
ig,	eight,	eight,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
o,	two,	one,	False
five,	five,	five,	True
sixe,	six,	seven,	False
fiv,	five,	five,	True
eror,	four,	zero,	False
eigh,	eight,	eight,	True
in,	five,	nine,	False
on,	one,	one,	True
fsev,	five,	four,	False
six,	six,	six,	True
eighnin,	eight,	eight,	True
eig,	eight,	eight,	True
tr,	three,	thre,	False
eigh,	eight,	eight,	True
sevn,	seven,	seven,	True
tiox,	six,	eight,	False
thr,	three,	thre,	False
tio,	three,	thre,	False
on,	one,	one,	True
fiv,	five,	five,	True
,	seven,	zero,	False
eighi,	eight,	eight,	True
si,	six,	six,	True
th,	two,	thre,	False
thre,	three,	thre,	False
svenv,	seven,	seven,	True
two,	two,	two,	True
two,	two,	two,	True
seven,	seven,	seven,	True
sir,	Three,	six,	False
siv,	five,	six,	False
sixf,	six,	six,	True
nine,	nine,	nine,	True
sev,	seven,	seven,	True
nin,	nine,	nine,	True
x,	six,	six,	True
er,	three,	zero,	False
six,	six,	six,	True
four,	four,	four,	True
thr,	three,	thre,	False
n,	nine,	nine,	True
tw,	two,	two,	True
sive,	five,	seven,	False
five,	five,	five,	True
six,	six,	six,	True
four,	four,	four,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
oine,	nine,	nine,	True
si,	four,	six,	False
fv,	five,	five,	True
thre,	three,	thre,	False
eig,	eight,	eight,	True
fiv,	five,	five,	True
fnine,	nine,	five,	False
ro,	zero,	zero,	True
eight,	eight,	eight,	True
ti,	three,	two,	False
to,	two,	thre,	False
thr,	Three,	thre,	False
tw,	two,	thre,	False
our,	four,	four,	True
five,	five,	five,	True
,	five,	eight,	False
fourt,	four,	four,	True
tourn,	four,	one,	False
sirf,	Three,	six,	False
ti,	two,	zero,	False
sivn,	seven,	five,	False
fo,	four,	four,	True
fn,	one,	one,	True
tn,	ten,	two,	False
sev,	seven,	seven,	True
six,	six,	six,	True
five,	five,	five,	True
on,	one,	one,	True
sioe,	nine,	thre,	False
igh,	nine,	eight,	False
fev,	five,	five,	True
four,	four,	four,	True
four,	four,	four,	True
th,	two,	thre,	False
nine,	nine,	nine,	True
sevx,	seven,	six,	False
fro,	four,	zero,	False
nin,	nine,	nine,	True
e,	three,	eight,	False
t,	two,	two,	True
fiv,	five,	five,	True
four,	four,	four,	True
,	three,	five,	False
sixt,	six,	six,	True
fivf,	five,	five,	True
eg,	five,	eight,	False
er,	Three,	zero,	False
fon,	one,	four,	False
r,	four,	zero,	False
fti,	five,	thre,	False
n,	nine,	zero,	False
ohr,	four,	thre,	False
r,	four,	thre,	False
ninhe,	nine,	thre,	False
eight,	eight,	eight,	True
fiven,	five,	five,	True
five,	five,	five,	True
sevn,	seven,	seven,	True
five,	five,	five,	True
sevn,	seven,	seven,	True
five,	five,	five,	True
on,	one,	one,	True
n,	nine,	nine,	True
tn,	ten,	two,	False
on,	one,	one,	True
nin,	nine,	nine,	True
six,	Six,	six,	False
on,	one,	one,	True
ei,	five,	eight,	False
four,	four,	four,	True
seiv,	seven,	seven,	True
founr,	four,	four,	True
ton,	two,	two,	True
n,	nine,	nine,	True
one,	one,	one,	True
n,	Nine,	nine,	False
onu,	one,	one,	True
to,	two,	two,	True
t,	two,	two,	True
enour,	Four,	four,	False
ni,	nine,	nine,	True
six,	Six,	six,	False
sixe,	six,	six,	True
e,	three,	nine,	False
to,	two,	two,	True
n,	nine,	nine,	True
fourf,	four,	four,	True
,	seven,	zero,	False
on,	one,	one,	True
ive,	five,	thre,	False
fo,	four,	four,	True
vfiv,	five,	five,	True
so,	two,	seven,	False
tv,	five,	thre,	False
sen,	seven,	seven,	True
ne,	nine,	one,	False
toi,	two,	thre,	False
on,	one,	one,	True
tw,	two,	two,	True
tgh,	three,	eight,	False
two,	two,	thre,	False
one,	one,	one,	True
eight,	eight,	eight,	True
nine,	nine,	nine,	True
sir,	three,	six,	False
finv,	five,	five,	True
fiv,	five,	five,	True
sev,	seven,	six,	False
fsevg,	five,	six,	False
onuet,	one,	one,	True
zo,	two,	zero,	False
fo,	four,	five,	False
eig,	eight,	eight,	True
five,	five,	five,	True
tw,	two,	two,	True
six,	six,	six,	True
tw,	two,	two,	True
four,	four,	four,	True
eig,	eight,	eight,	True
one,	one,	one,	True
fth,	five,	thre,	False
feov,	five,	two,	False
two,	two,	two,	True
,	Seven,	thre,	False
two,	two,	two,	True
one,	one,	one,	True
,	three,	five,	False
tw,	two,	two,	True
f,	four,	four,	True
sei,	Six,	six,	False
sevn,	seven,	seven,	True
ewo,	two,	eight,	False
si,	Six,	six,	False
fiv,	five,	five,	True
te,	three,	thre,	False
nin,	nine,	nine,	True
tr,	three,	thre,	False
ig,	nine,	eight,	False
nin,	nine,	nine,	True
two,	two,	two,	True
,	two,	zero,	False
five,	five,	five,	True
sevn,	seven,	seven,	True
thre,	three,	thre,	False
fvn,	seven,	five,	False
on,	one,	one,	True
six,	six,	six,	True
six,	six,	six,	True
twe,	two,	thre,	False
ne,	nine,	one,	False
seix,	six,	six,	True
seive,	five,	seven,	False
ei,	nine,	eight,	False
nin,	nine,	nine,	True
enin,	nine,	one,	False
fiv,	five,	five,	True
fev,	five,	seven,	False
egh,	eight,	eight,	True
five,	five,	five,	True
nio,	nine,	nine,	True
on,	one,	one,	True
fiv,	five,	five,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
on,	one,	one,	True
eiw,	two,	eight,	False
wo,	two,	two,	True
,	one,	eight,	False
sev,	seven,	seven,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
fo,	four,	four,	True
n,	nine,	one,	False
fiv,	five,	five,	True
fiv,	five,	five,	True
twx,	two,	two,	True
igh,	nine,	eight,	False
f,	four,	four,	True
,	seven,	zero,	False
even,	five,	seven,	False
n,	nine,	one,	False
fi,	five,	five,	True
wo,	two,	zero,	False
eiv,	five,	two,	False
si,	six,	six,	True
,	seven,	one,	False
ni,	nine,	nine,	True
,	three,	zero,	False
e,	Three,	thre,	False
tw,	two,	two,	True
r,	four,	zero,	False
nin,	nine,	nine,	True
foin,	nine,	one,	False
fe,	five,	six,	False
ev,	five,	seven,	False
fiv,	five,	seven,	False
nin,	nine,	nine,	True
si,	six,	six,	True
six,	six,	six,	True
e,	three,	zero,	False
if,	five,	one,	False
on,	one,	one,	True
or,	four,	four,	True
eghf,	eight,	eight,	True
one,	one,	one,	True
in,	five,	nine,	False
swv,	five,	seven,	False
fiv,	five,	five,	True
sevev,	seven,	seven,	True
eig,	eight,	eight,	True
f,	five,	six,	False
two,	two,	thre,	False
nin,	nine,	nine,	True
eig,	eight,	eight,	True
n,	nine,	one,	False
ti,	three,	thre,	False
